transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap	sp	haut	larg	peri	pred	coul	text	epizo	masse
b40	loic.menut	20septembre2017	97	b	40	50	2.8	0.2	100	30	5	50	5	0	0	NA	NA	0	0	63	0	35	0	0	0	0	0	0	0	0	5	0	0	Litlit	10.6	8.3	3.2	non	sombre	lisse	oui	2,50
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Gibsp.	7.4	12.8	4.8	oui	sombre	lisse	non	3,70
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Gibsp.	8.4	12.6	3.8	oui	sombre	lisse	non	4,00
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Gibsp.	7.1	11.7	3.9	oui	sombre	lisse	non	3,10
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Gibsp.	7.6	11.4	5	oui	sombre	lisse	non	3,30
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Gibsp.	8.3	12.5	2.8	oui	sombre	lisse	oui	4,40
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Litlit	11	9.8	4.1	non	sombre	lisse	non	2,30
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Litlit	10	7.5	3	non	sombre	lisse	non	1,80
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Litlit	6.8	5.7	2.3	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Litlit	6.9	4.9	1.8	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Litlit	6	4.4	1.5	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Monlin	7.6	12.4	5.1	oui	sombre	lisse	non	3,70
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.2	100	5	10	90	5	0	10	NA	NA	0	0	20	0	7	0	0	0	1	0	0	0	0	11	0	1	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.1	12.4	4.7	oui	sombre	lisse	non	3,40
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.7	12.4	4	oui	sombre	lisse	oui	3,80
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.2	13.3	4.8	oui	sombre	lisse	oui	4,90
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.9	11.8	4.1	oui	sombre	lisse	non	4,10
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.8	11.1	3.9	oui	sombre	lisse	non	2,60
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Litlit	10.5	8.2	3.4	non	sombre	lisse	non	2,60
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Litlit	13.7	12.2	5.1	oui	sombre	lisse	non	4,50
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Litlit	13	9.8	4.6	non	sombre	lisse	oui	3,90
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Litlit	9	8	2.9	oui	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.24	70	5	5	10	60	5	100	0.2	0.5	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	Litlit	11.6	8.5	3.4	non	sombre	lisse	non	2,60
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	7.3	12.4	4.5	oui	sombre	lisse	oui	3,50
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	8.6	11.6	4.7	oui	sombre	lisse	oui	4,80
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	6.9	11.2	4	oui	sombre	lisse	non	3,10
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	7.4	11	3.5	oui	sombre	lisse	non	2,50
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Gibsp.	4.9	9.3	3	oui	sombre	lisse	non	3,80
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Litlit	12	11.3	4.4	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Litlit	11.6	10.9	4.1	non	sombre	lisse	non	3,00
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Litlit	10	7	2.6	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Litlit	12.3	10.5	4.3	non	sombre	lisse	oui	3,50
b40	loic.menut	20septembre2017	97	b	40	45	2.5	0.29	100	5	10	20	20.00	10.00	50	NA	NA	0	0	30	0	15	0	0	0	0	0	0	0	0	6	0	0	Litlit	12.3	8.7	3.9	non	sombre	lisse	non	3,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Gibsp.	7.4	13.1	5.4	oui	sombre	lisse	non	4,20
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Gibsp.	7.7	12.7	4	oui	sombre	lisse	non	3,70
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Gibsp.	6.1	10.5	4	oui	sombre	lisse	non	2,20
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Gibsp.	7.3	11.7	3.9	oui	sombre	lisse	non	4,00
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Gibsp.	5.7	10	4.2	oui	sombre	lisse	non	0,20
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Litlit	12.4	9.4	4.1	non	sombre	lisse	non	3,80
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Litlit	10.2	7.6	3	non	sombre	lisse	non	2,00
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Litlit	11.3	10.2	4	oui	sombre	lisse	non	3,00
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.22	50	0	100	25	60	0	100	10	0.2	0	0	41	0	3	0	0	0	0	0	0	0	0	4	0	7	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	8	12.6	5.1	oui	sombre	lisse	non	5,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	7.7	11.4	3.8	non	sombre	lisse	oui	3,60
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	7.9	12.2	4.6	oui	sombre	lisse	non	3,70
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	7.5	12	4.6	non	sombre	lisse	non	3,50
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Gibsp.	7.7	12.1	4.2	oui	sombre	lisse	oui	3,90
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Litlit	14.2	12.2	4.4	non	sombre	lisse	non	4,40
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Litlit	11.3	9.5	4.6	non	sombre	lisse	non	2,60
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Litlit	9.1	7.5	2.7	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Litlit	8.9	7.8	2.7	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	100	0	15	25	15	0	0	NA	NA	0	0	44	0	7	0	0	0	0	0	0	0	0	9	0	0	Litlit	7.3	6.6	2.4	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Gibsp.	7	12.2	4.8	oui	sombre	lisse	non	3,20
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Gibsp.	6.9	11.5	3.8	non	sombre	lisse	non	3,20
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Gibsp.	5	9.7	4	oui	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Gibsp.	6.6	11.1	3.8	non	sombre	lisse	non	2,60
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Gibsp.	8.5	13	4.9	oui	sombre	lisse	oui	5,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Litlit	12.2	11.1	5.6	non	sombre	lisse	non	4,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Litlit	13.4	10.7	3.9	non	sombre	lisse	oui	5,60
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Litlit	9.5	8.4	3.6	oui	sombre	lisse	non	7,30
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Litlit	16.3	12	5.2	non	sombre	lisse	oui	0,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Litlit	8.5	6.2	2.4	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Nasret	21	10.9	4.6	non	clair	rugueux	non	5,50
b40	loic.menut	20septembre2017	97	b	40	40	2.5	0.2	90	0	50	20	50	10	15	NA	NA	0	0	40	0	15	0	0	0	0	0	0	1	1	0	0	0	Oceeri	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	0	0	0	0	20	0	100	1.18	1	0	0	13	0	1	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	6.7	11.5	3.9	oui	sombre	lisse	non	2,70
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	0	0	0	0	20	0	100	1.18	1	0	0	13	0	1	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	7.1	12	4.8	non	sombre	lisse	non	3,80
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	0	0	0	0	20	0	100	1.18	1	0	0	13	0	1	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	4.1	8.7	3.1	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	0	0	0	0	20	0	100	1.18	1	0	0	13	0	1	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	4.3	8.9	3.1	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	0	0	0	0	20	0	100	1.18	1	0	0	13	0	1	0	0	0	0	0	0	0	0	1	0	0	Gibsp.	4.1	8.1	2.4	non	sombre	lisse	non	0,10
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	0	0	0	0	20	0	100	1.18	1	0	0	13	0	1	0	0	0	0	0	0	0	0	1	0	0	Litlit	12.9	9.7	4.6	non	sombre	lisse	non	3,90
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	0	0	0	0	15	0	50	NA	NA	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	4.6	10	3.8	oui	sombre	lisse	oui	0,10
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	0	0	0	0	15	0	50	NA	NA	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.4	12.7	4.2	oui	sombre	lisse	oui	3,70
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Gibsp.	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Gibsp.	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Gibsp.	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Gibsp.	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Gibsp.	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
b40	loic.menut	20septembre2017	97	b	40	35	2.1	0.2	70	0	10	30	15	0	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	Thalap	NA	NA	NA	NA	NA	NA	NA	NA
