transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp..	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap	sp	haut	larg	peri	pred	coul	text	epizo	masse
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.7	100	0	40	80	20	0	1	NA	NA	0	0	16	0	2	0	0	0	0	0	0	0	0	8	0	1	Gibsp.	6.9	11.3	4.3	oui	clair	rugueux	non	0.6491
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.7	100	0	40	80	20	0	1	NA	NA	0	0	16	0	2	0	0	0	0	0	0	0	0	8	0	1	Litlit	11.1	8.9	3.1	non	sombre	rugueux	non	0.5348
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.7	100	0	40	80	20	0	1	NA	NA	0	0	16	0	2	0	0	0	0	0	0	0	0	8	0	1	Thalap	22.2	12.7	4.1	non	clair	lisse	oui	2.3027
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.55	80	0	40	40	40	10	1	NA	NA	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	Litlit	12.4	9.2	5.1	oui	sombre	rugueux	non	0.9107
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.55	80	0	40	40	40	10	1	NA	NA	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	Litlit	12.3	10	5.3	non	sombre	rugueux	non	0.9193
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.55	80	0	40	40	40	10	1	NA	NA	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	12	10.4	4.4	non	sombre	lisse	non	0.71
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.55	80	0	40	40	40	10	1	NA	NA	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.7	12	4.9	non	sombre	lisse	non	0.9849
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.55	80	0	40	40	40	10	1	NA	NA	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.5	11.3	4.9	non	sombre	lisse	non	0.9277
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.55	80	0	40	40	40	10	1	NA	NA	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.4	11.8	4.3	non	sombre	lisse	non	0.7618
b50	eloise.couthouis	21septembre2017	99	b	50	40	1.73	0.55	80	0	40	40	40	10	1	NA	NA	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.7	11.6	4.1	non	sombre	lisse	non	0.657
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	0	30	60	15	5	NA	NA	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	Litlit	17.6	9.7	6.8	non	sombre	lisse	oui	1.92
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	0	30	60	15	5	NA	NA	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	Litlit	15	9.7	5	non	sombre	lisse	oui	1.42
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	0	30	60	15	5	NA	NA	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	Litlit	15.3	10.3	5.1	non	sombre	lisse	non	1.58
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	0	30	60	15	5	NA	NA	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.5	11.8	3.5	non	sombre	lisse	non	0.71
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	0	30	60	15	5	NA	NA	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.5	11.7	3.1	non	sombre	lisse	oui	0.83
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	0	30	60	15	5	NA	NA	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.2	11.4	3.5	non	sombre	lisse	oui	0.69
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	0	30	60	15	5	NA	NA	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.2	13.5	4.6	non	sombre	lisse	oui	0.96
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	0	30	60	15	5	NA	NA	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.6	11.4	4.6	non	sombre	lisse	oui	0.72
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.5	20	0	0	0	40	10	100	NA	1	0	1	20	0	1	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	7.1	12.1	4.5	non	sombre	rugueux	non	0.988
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.5	20	0	0	0	40	10	100	NA	1	0	1	20	0	1	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	7.9	13.7	4.6	non	sombre	rugueux	non	1.1193
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.5	20	0	0	0	40	10	100	NA	1	0	1	20	0	1	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	7	12	4.6	non	sombre	rugueux	oui	0.8032
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.5	20	0	0	0	40	10	100	NA	1	0	1	20	0	1	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	8	12.1	4.3	non	sombre	rugueux	non	1.0109
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.5	20	0	0	0	40	10	100	NA	1	0	1	20	0	1	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	5.7	10.8	3.7	non	sombre	rugueux	non	0.4943
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.5	20	0	0	0	40	10	100	NA	1	0	1	20	0	1	0	0	0	0	0	0	1	0	0	0	0	Litlit	15.8	11.7	5.4	non	sombre	rugueux	non	1.4759
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.5	20	0	0	0	40	10	100	NA	1	0	1	20	0	1	0	0	0	0	0	0	1	0	0	0	0	Gibcin	4.1	6.9	3.9	oui	clair	rugueux	non	0.1734
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.5	20	0	0	0	40	10	100	NA	1	0	1	20	0	1	0	0	0	0	0	0	1	0	0	0	0	Nasret	18.5	9.1	3.4	non	clair	rugueux	non	0.7844
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Litlit	15	9.6	5.7	non	sombre	lisse	oui	1.3792
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Litlit	14.5	10	4.7	non	sombre	lisse	oui	1.9034
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Litlit	15.1	8.5	5.1	non	sombre	lisse	oui	1.5799
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Litlit	17	9.4	6.4	non	sombre	lisse	oui	1.9615
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Litlit	18.9	11.8	6.1	non	sombre	lisse	oui	2.1192
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7	11.1	3.6	non	sombre	lisse	non	0.5742
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.1	11.2	4.1	oui	sombre	lisse	non	0.9563
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	5.8	9	3.3	non	sombre	lisse	non	0.3614
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.1	11.2	4.2	non	sombre	lisse	non	0.8763
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.8	11.8	4.3	oui	sombre	lisse	non	0.7466
b50	eloise.couthouis	21septembre2017	99	b	50	35	1.4	0.75	100	0	15	5	90	5	0	NA	NA	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	Thalap	19.9	11.3	3.3	oui	clair	lisse	oui	1.7405
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.55	10	0	0	5	80	0	5	NA	NA	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	7.6	13	3.8	non	sombre	lisse	oui	1.045
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.55	10	0	0	5	80	0	5	NA	NA	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	9	12.8	3.6	non	sombre	lisse	non	1.012
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.55	10	0	0	5	80	0	5	NA	NA	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	7	10.4	3.5	non	sombre	lisse	non	0.47
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.55	10	0	0	5	80	0	5	NA	NA	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	12.2	13.1	4.2	non	sombre	lisse	non	1.1
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.55	10	0	0	5	80	0	5	NA	NA	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	11	12.7	4	non	sombre	lisse	oui	1.04
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.55	10	0	0	5	80	0	5	NA	NA	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	Thalap	21.4	12.7	3	non	clair	lisse	oui	2.22
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.6	100	0	0	5	95	0	0	NA	NA	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.4	12.3	4.3	non	sombre	lisse	non	0.85
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.6	100	0	0	5	95	0	0	NA	NA	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	7.9	13.2	4.3	non	sombre	lisse	non	1.05
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.6	100	0	0	5	95	0	0	NA	NA	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.3	14	4.9	non	sombre	lisse	non	1.29
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.6	100	0	0	5	95	0	0	NA	NA	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.1	12.4	4.3	non	sombre	lisse	non	0.91
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.6	100	0	0	5	95	0	0	NA	NA	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	7.8	12.8	4.9	non	sombre	lisse	non	1.17
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.6	100	0	0	5	95	0	0	NA	NA	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibcin	12.8	9.5	3.2	oui	clair	rugueux	non	0.62
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.6	100	0	0	5	95	0	0	NA	NA	0	2	12	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibcin	9.7	10	3.2	oui	clair	rugueux	non	0.64
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.75	60	0	0	5	60	0	0	NA	NA	0	1	7	0	1	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.7	12.5	4.3	non	sombre	lisse	non	1.17
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.75	60	0	0	5	60	0	0	NA	NA	0	1	7	0	1	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8	12.4	4.1	non	sombre	lisse	non	1.1
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.75	60	0	0	5	60	0	0	NA	NA	0	1	7	0	1	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.3	12.9	5	non	sombre	lisse	non	1.23
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.75	60	0	0	5	60	0	0	NA	NA	0	1	7	0	1	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	9.5	12.7	4.3	non	sombre	lisse	non	1.48
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.75	60	0	0	5	60	0	0	NA	NA	0	1	7	0	1	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.9	11.8	4.7	oui	sombre	lisse	non	1.13
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.75	60	0	0	5	60	0	0	NA	NA	0	1	7	0	1	0	0	0	0	0	0	0	1	0	0	0	Litlit	17.1	13.6	6.9	non	sombre	rugueux	non	2.2
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.75	60	0	0	5	60	0	0	NA	NA	0	1	7	0	1	0	0	0	0	0	0	0	1	0	0	0	Oceeri	24.7	12.7	3.5	NA	NA	NA	oui	2.17
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.65	20	0	0	0	30	0	100	NA	NA	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	9.1	13	4.3	non	sombre	lisse	non	1
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.65	20	0	0	0	30	0	100	NA	NA	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	11.8	12.8	4	non	sombre	lisse	non	0.89
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.65	20	0	0	0	30	0	100	NA	NA	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	9	13.9	4.1	non	sombre	lisse	oui	1.11
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.65	20	0	0	0	30	0	100	NA	NA	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	9.7	14	4.2	non	sombre	lisse	non	1.3
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.65	20	0	0	0	30	0	100	NA	NA	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	Gibsp.	11.6	13.9	4	non	sombre	lisse	non	1.04
b50	eloise.couthouis	21septembre2017	99	b	50	30	1.2	0.65	20	0	0	0	30	0	100	NA	NA	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	Oceeri	26	13.2	3.5	non	clair	rugueux	oui	2.51
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.6	50	0	0	0	50	0	0	NA	NA	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.1	14	4.1	non	sombre	lisse	non	1.2
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.6	50	0	0	0	50	0	0	NA	NA	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.7	12.8	3.5	non	sombre	lisse	non	0.9
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.6	50	0	0	0	50	0	0	NA	NA	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10	14.5	4.3	non	sombre	lisse	non	1.5
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.6	50	0	0	0	50	0	0	NA	NA	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.5	13	4.1	non	sombre	lisse	non	1.2
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.6	50	0	0	0	50	0	0	NA	NA	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.6	14	4.3	non	sombre	lisse	non	1.4
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.6	50	0	0	0	50	0	0	NA	NA	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	Litlit	14.5	12.5	4.5	non	sombre	lisse	non	1
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.6	50	0	0	0	50	0	0	NA	NA	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	Litlit	21	17.5	5.5	oui	sombre	lisse	non	3.6
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.6	50	0	0	0	50	0	0	NA	NA	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	Litlit	8.1	9.2	3.5	non	sombre	lisse	non	0.8
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.5	0	0	0	5	50	0	100	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.5	14	4.5	non	sombre	lisse	non	1.1
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.5	0	0	0	5	50	0	100	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.1	11.6	3.5	non	sombre	lisse	non	0.7
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.5	0	0	0	5	50	0	100	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.5	13.4	4.3	non	sombre	lisse	non	1
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.5	0	0	0	5	50	0	100	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10	14	4.7	oui	sombre	lisse	non	1.1
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.5	0	0	0	5	50	0	100	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	Litobt	11	14.1	5	non	sombre	lisse	non	1.4
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.75	100	0	0	5	90	10	0	NA	NA	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Gibsp.	8.7	14	4	non	sombre	lisse	non	1.3
b50	eloise.couthouis	21septembre2017	99	b	50	25	1	0.75	100	0	0	5	90	10	0	NA	NA	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Gibsp.	7.8	9.1	2.8	non	sombre	lisse	non	0.5
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.85	50	0	0	3	40	0	0	NA	NA	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.9	12.9	5.2	non	sombre	lisse	non	1.19
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.85	50	0	0	3	40	0	0	NA	NA	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.4	13.1	5.1	oui	sombre	rugueux	non	1.36
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.85	50	0	0	3	40	0	0	NA	NA	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.7	11.1	4.9	non	sombre	rugueux	non	0.6
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.85	50	0	0	3	40	0	0	NA	NA	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.6	13	4.1	oui	sombre	rugueux	non	1.19
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.85	50	0	0	3	40	0	0	NA	NA	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.9	12.9	4.9	non	clair	rugueux	non	0.91
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.85	50	0	0	3	40	0	0	NA	NA	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibcin	5.8	8.9	2.9	oui	clair	rugueux	non	0.3644
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.7	35	0	0	2	90	0	0	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	9.6	14.1	4.6	non	sombre	lisse	non	1.43
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.7	35	0	0	2	90	0	0	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.4	13.9	4.6	non	sombre	lisse	non	1.23
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.7	35	0	0	2	90	0	0	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.6	13.4	4.9	oui	sombre	lisse	non	0.82
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.7	35	0	0	2	90	0	0	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	6.4	11.1	5	oui	clair	lisse	non	0.69
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.7	35	0	0	2	90	0	0	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	6.2	11.1	4.1	non	clair	lisse	non	0.59
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.7	35	0	0	2	90	0	0	NA	NA	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	Thalap	19.8	11.4	3.4	non	clair	rugueux	oui	1.08
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.55	95	0	0	1	97	0	0	NA	NA	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	4.4	7.6	2.7	non	sombre	rugueux	non	0.2478
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.55	95	0	0	1	97	0	0	NA	NA	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6	8.7	3.1	oui	sombre	rugueux	non	0.4223
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.55	95	0	0	1	97	0	0	NA	NA	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibcin	5.7	6.6	4.6	oui	clair	rugueux	non	0.3332
b50	eloise.couthouis	21septembre2017	99	b	50	20	0.8	0.55	95	0	0	1	97	0	0	NA	NA	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibcin	4.4	4.3	2.8	non	clair	rugueux	non	0.2
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	1	100	0	0	0	100	15	0	NA	NA	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.4	12.5	4.3	non	sombre	lisse	non	1.2
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	1	100	0	0	0	100	15	0	NA	NA	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	11.1	13.7	4.3	oui	sombre	lisse	non	1.2
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	1	100	0	0	0	100	15	0	NA	NA	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.1	14.2	4.3	non	sombre	lisse	non	1.2
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	1	100	0	0	0	100	15	0	NA	NA	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	10.7	13.9	4.9	non	sombre	lisse	non	1.3
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	1	100	0	0	0	100	15	0	NA	NA	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.7	13.2	4.2	non	sombre	lisse	non	0.9
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	10	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8	12.8	4.4	non	sombre	lisse	non	1.1
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	10	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8	14	4.1	non	sombre	lisse	non	1.3
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	10	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	8.3	13.9	4	non	sombre	lisse	non	1.3
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	10	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	12.4	14.1	3.9	non	sombre	lisse	non	1.5
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	10	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	9	13.7	4.9	non	sombre	lisse	non	1.4
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	10	0	NA	NA	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	Oceeri	25.5	14.8	3.9	non	clair	rugueux	non	2.3
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	5	0	NA	NA	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	6.4	10.9	3.1	non	sombre	lisse	non	0.4
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	5	0	NA	NA	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	9.4	14.1	4.3	non	sombre	lisse	non	1.21
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	5	0	NA	NA	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	Gibsp.	10	13.9	4	non	sombre	lisse	non	1.21
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	5	0	NA	NA	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	Litlit	8	9.6	3	non	sombre	lisse	oui	0.6
b50	eloise.couthouis	21septembre2017	99	b	50	15	0.6	0.75	100	0	0	0	100	5	0	NA	NA	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	Oceeri	21.4	14.5	3.1	non	clair	rugueux	non	1.32
