transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret	Gibcin	Gibsp.	Gibtum	Litlit	Litobt	Litrud	Litsax	Monlin	Nasinc	Naspyg	Nasret	Oceeri	Patsp.	Rispar	Thalap	sp	haut	larg	peri	pred	coul	text	epizo	masse
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	10	15	100	0	0	2	NA	NA	0	0	0	0	3	0	0	0	5	0	0	0	0	4	0	1	Monlin	11.3	11.6	6.1	non	sombre	lisse	NA	0.80
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	10	15	100	0	0	2	NA	NA	0	0	0	0	3	0	0	0	5	0	0	0	0	4	0	1	Monlin	11.2	12.7	4.7	non	sombre	lisse	NA	0.72
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	10	15	100	0	0	2	NA	NA	0	0	0	0	3	0	0	0	5	0	0	0	0	4	0	1	Monlin	13.0	14.3	6.8	oui	sombre	lisse	NA	1.20
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	10	15	100	0	0	2	NA	NA	0	0	0	0	3	0	0	0	5	0	0	0	0	4	0	1	Monlin	12.0	13.5	6.1	oui	sombre	lisse	NA	0.90
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	10	15	100	0	0	2	NA	NA	0	0	0	0	3	0	0	0	5	0	0	0	0	4	0	1	Monlin	10.1	10.5	4.7	non	sombre	lisse	NA	0.60
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	10	15	100	0	0	2	NA	NA	0	0	0	0	3	0	0	0	5	0	0	0	0	4	0	1	Litlit	12.1	10.9	5.0	oui	sombre	lisse	NA	0.68
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	10	15	100	0	0	2	NA	NA	0	0	0	0	3	0	0	0	5	0	0	0	0	4	0	1	Litlit	11.0	9.2	3.0	non	sombre	lisse	NA	0.44
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	10	15	100	0	0	2	NA	NA	0	0	0	0	3	0	0	0	5	0	0	0	0	4	0	1	Thalap	22.8	13.1	4.5	non	clair	rugueux	NA	1.65
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	10	15	100	0	0	2	NA	NA	0	0	0	0	3	0	0	0	5	0	0	0	0	4	0	1	Gibsp. 	9.0	12.2	4.3	oui	sombre	lisse	NA	0.77
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	100	0	3	100	80	0	1	NA	NA	0	0	0	0	30	0	0	0	7	0	0	0	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	90	0	30	30	30	0	40	NA	NA	0	0	0	0	3	0	0	0	2	0	0	0	0	5	0	0	Litlit	10.6	9.1	3.8	oui	sombre	lisse	non	0.46
a90	sasha.donnier	21septembre2017	99	a	90	72	2.22	0.19625	90	0	30	30	30	0	40	NA	NA	0	0	0	0	3	0	0	0	2	0	0	0	0	5	0	0	Litlit	9.6	8.1	2.8	oui	sombre	lisse	non	0.3
