transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret 	Gibcin 	Gibsp.	Gibtum 	Litlit 	Litobt 	Litrud 	Litsax 	Monlin 	Nasinc  	Naspyg	Nasret 	Oceeri 	Patsp	Rispar 	Thalap 	sp	haut	larg	peri	pred	coul	text	Epizoaires	masse
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Litlit	7.26	9.90	3.30	0	sombre	lisse	0	0.64
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Litlit	7.00	9.00	4.50	0	clair	lisse	0	0.5
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibsp.	6.50	11.00	3.70	0	sombre	lisse	0	0.32
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibsp.	7.00	12.00	4.00	0	sombre	lisse	0	0.76
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibsp.	7.80	10.90	4.52	0	sombre	lisse	0	0.54
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibsp.	7.00	11.28	3.80	0	sombre	lisse	0	0.66
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibsp.	6.50	11.00	4.28	0	sombre	lisse	0	0.62
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibmon	13.30	20.20	8.20	0	clair	lisse	1	3.66
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibmon	12.30	16.90	7.40	0	sombre	lisse	1	0.42
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibmon	12.40	15.50	6.40	0	sombre	lisse	1	0.38
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibmon	11.10	16.18	7.46	0	sombre	lisse	1	0.46
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Gibmon	11.58	15.60	5.40	0	sombre	lisse	1	0.38
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Litlit	8.50	11.78	4.40	0	sombre	lisse	0	0.18
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Litlit	10.60	7.60	3.40	0	sombre	lisse	0	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Litlit	6.80	9.20	2.7	0	sombre	lisse	1	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Litlit	8.10	9.70	5.50	0	clair	lisse	0	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Litlit	10.50	11.60	4.00	0	clair	lisse	0	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Gibsp.	6.54	10.40	3.74	0	sombre	lisse	0	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Gibsp.	8.00	13.80	3.50	0	clair	lisse	0	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Gibsp.	8.00	11.58	4.10	0	clair	lisse	0	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Gibsp.	8.10	10.70	4.10	0	sombre	lisse	0	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Gibsp.	7.00	11.68	3.54	0	clair	lisse	0	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.05	0.21	30	5	0	30	30	0	70	1.20	0.0	0	0	9	0	7	0	0	0	2	0	0	0	0	0	0	0	Gibmon	10.90	11.20	6.50	0	sombre	lisse	1	0
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Gibmon	12.40	18.00	7.00	0	sombre	lisse	1	2.74
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Gibmon	12.30	17.00	6.70	0	sombre	lisse	1	2.9
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Gibmon	11.90	15.60	6.00	0	sombre	lisse	1	1.42
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Gibmon	11.90	15.70	6.40	0	sombre	lisse	1	1.8
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Gibmon	11.00	14.22	6.38	0	sombre	lisse	1	1.22
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Thalap	21.10	13.30	3.80	0	clair	rugueux	1	2.18
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Thalap	17.40	10.00	3.40	0	clair	rugueux	1	1.02
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Litlit	7.00	9.22	4.00	0	clair	lisse	0	0.56
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Litlit	8.60	12.5	4.90	0	sombre	lisse	0	0.94
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Litlit	7.40	9.70	4.00	0	clair	lisse	0	0.56
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Litlit	7.60	8.90	4.00	0	sombre	lisse	0	0.62
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Litlit	8.24	9.72	4.00	0	sombre	lisse	0	0.5
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.19	100	30	5	80	0	0	0	0.80	0.1	0	0	3	0	8	0	0	0	15	0	0	0	0	0	0	2	Gibsp.	8.80	11.50	4.00	0	sombre	lisse	1	0.96
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibmon	10.10	15.40	6.50	1	sombre	lisse	1	1.48
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibmon	11.78	18.70	6.90	0	sombre	lisse	1	2.52
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibmon	13.30	18.20	6.10	0	sombre	lisse	1	2.12
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibmon	11.40	16.90	6.90	0	sombre	lisse	1	2.52
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibmon	11.00	15.00	7.72	0	sombre	lisse	1	1.96
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Thalap	22.10	12.10	4.20	0	clair	rugueux	0	1.6
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Thalap	21.00	12.60	4.80	0	clair	lisse	0	1.54
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Thalap	20.30	12.86	4.60	0	clair	rugueux	1	1.62
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Thalap	19.60	13.30	3.60	0	clair	lisse	0	1.62
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Litlit	11.70	10.50	4.10	0	sombre	lisse	0	0.72
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Litlit	8.50	10.00	4.72	0	sombre	lisse	0	0.9
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Litlit	8.60	11.10	5.10	0	sombre	lisse	0	1.12
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Litlit	10.30	9.50	3.90	0	sombre	lisse	0	0.48
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Litlit	7.80	7.70	3.60	0	sombre	lisse	0	0.5
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibsp.	7.90	12.10	3.80	0	sombre	lisse	0	0.72
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibsp.	8.30	12.60	4.30	1	sombre	lisse	0	0.86
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibsp.	7.60	9.90	3.70	0	clair	lisse	1	0.76
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibsp.	8.90	12.00	3.80	0	sombre	lisse	0	0.74
b0	julien.curassier	20septembre2017	97	b	0	80	2.2	0.25	100	5	5	100	0	0	0	1.20	1.0	0	0	23	0	19	0	0	0	8	0	0	0	0	0	0	4	Gibsp.	7.76	10.60	4.00	0	sombre	lisse	1	0.8
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Thalap	20.00	11.20	3.20	0	sombre	rugueux	1	1.48
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Thalap	23.9	13.10	5.00	0	clair	rugueux	1	2.32
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Thalap	17.80	11.00	3.20	0	clair	rugueux	0	0.9
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	7.50	11.30	4.20	0	sombre	lisse	1	0.76
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	7.40	12.10	3.90	0	sombre	lisse	0	0.68
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	9.10	12.50	4.20	0	clair	lisse	0	0.92
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	5.10	9.40	4.90	0	sombre	lisse	0	0.32
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	9.00	13.60	4.60	0	sombre	lisse	1	0.48
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Litlit	7.20	9.00	3.30	0	clair	lisse	0	0.6
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Litlit	7.00	5.40	1.70	0	sombre	lisse	0	0.002
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Litlit	10.50	7.60	3.70	0	rayure	lisse	1	0.44
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Litlit	8.60	9.50	4.60	0	sombre	lisse	1	0.76
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	1	20	90	10	0	1	0.25	0.0	0	0	24	0	35	0	0	0	0	0	0	0	0	0	0	1	Litlit	6.00	4.50	2.40	0	sombre	lisse	0	0.0018
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.10	12.10	6.30	0	clair	lisse	1	0.7
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.50	11.80	4.50	0	clair	lisse	1	0.62
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.30	10.70	3.50	0	sombre	lisse	1	0.7
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	6.50	10.90	5.00	0	sombre	lisse	0	0.2666
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.20	10.60	4.00	0	sombre	lisse	1	0.68
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Thalap	20.00	13.10	4.40	0	clair	rugueux	0	1.56
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Thalap	21.40	12.70	3.80	0	clair	lisse	1	1.92
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Thalap	17.70	11.10	3.20	0	sombre	rugueux	1	1.26
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Litlit	13.30	11.10	4.30	0	sombre	lisse	0	1
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Litlit	11.10	7.90	4.00	0	sombre	lisse	0	0.48
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Litlit	16.90	8.90	4.00	0	sombre	lisse	0	0.9
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Litlit	5.00	5.00	2.00	0	sombre	lisse	0	0.0014
b0	julien.curassier	20septembre2017	97	b	0	75	1.7	0.19	100	10	10	90	0	0	0	0.03	1.0	0	0	20	0	29	0	0	0	0	0	0	0	0	0	0	0	Litlit	4.60	3.40	2.00	0	sombre	lisse	0	0.0006
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Thalap	22.20	13.40	5.00	0	clair	rugueux	1	1.9
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.10	13.40	4.30	0	sombre	lisse	0	1.06
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	9.00	12.70	3.80	0	clair	lisse	1	0.78
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.40	11.00	3.90	0	sombre	lisse	1	0.96
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	7.00	11.90	4.10	0	sombre	lisse	1	0.78
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.40	13.00	4.00	0	clair	lisse	1	1.02
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Litlit	11.30	8.90	4.70	0	sombre	lisse	0	0.58
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Litlit	14.60	10.20	4.60	0	sombre	lisse	1	0.88
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Litlit	7.80	9.70	3.30	0	sombre	lisse	0	0.82
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Litlit	11.30	9.20	4.70	0	sombre	lisse	0	0.78
b0	julien.curassier	20septembre2017	97	b	0	76	2.0	0.21	100	0	30	90	10	0	10	0.03	0.0	0	0	15	0	26	0	0	0	0	0	0	0	0	0	0	1	Litlit	5.10	4.00	1.30	0	sombre	lisse	0	0.05
b0	julien.curassier	20septembre2017	97	b	0	70	0.8	0.21	50	0	90	80	20	0	0	18.00	2.0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.70	13.10	4.50	0	sombre	lisse	1	1.12
b0	julien.curassier	20septembre2017	97	b	0	70	0.8	0.21	50	0	90	80	20	0	0	18.00	2.0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	9.00	13.00	4.00	0	clair	lisse	1	0.98
b0	julien.curassier	20septembre2017	97	b	0	70	0.8	0.21	50	0	90	80	20	0	0	18.00	2.0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	8.30	11.30	2.90	0	sombre	lisse	1	0.86
b0	julien.curassier	20septembre2017	97	b	0	70	0.8	0.21	50	0	90	80	20	0	0	18.00	2.0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	5.10	8.30	2.90	0	sombre	lisse	0	0.2
b0	julien.curassier	20septembre2017	97	b	0	70	0.8	0.21	50	0	90	80	20	0	0	18.00	2.0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	Gibsp.	7.60	12.00	3.60	0	sombre	lisse	0	0.82
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	0	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Thalap	22.70	14.60	4.00	0	clair	rugueux	0	2.2
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	1	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Thalap	20.30	12.90	3.70	0	clair	rugueux	1	1.92
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	2	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibmon	8.70	13.90	5.10	0	sombre	lisse	1	1.24
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	3	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibmon	11.60	16.80	6.30	0	sombre	lisse	1	2.02
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	4	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibmon	10.20	13.40	5.30	0	sombre	lisse	0	1.38
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	5	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibmon	9.50	15.00	6.60	0	sombre	lisse	1	1.4
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	6	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibmon	9.00	14.00	5.00	0	sombre	lisse	1	1.26
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	7	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibsp.	8.50	10.80	3.80	0	sombre	lisse	0	1.02
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	8	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibsp.	5.30	14.00	3.30	0	sombre	lisse	0	0.36
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	9	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibsp.	6.70	12.50	4.00	0	sombre	lisse	1	0.7
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	10	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibsp.	8.70	12.10	3.90	0	sombre	lisse	0	1.08
b0	julien.curassier	20septembre2017	97	b	0	72	1.0	0.19	100	0	90	80	20	0	0	0.18	5.0	11	0	35	0	2	0	0	0	10	0	0	0	0	0	0	2	Gibsp.	6.40	11.90	5.00	0	sombre	lisse	0	0.64
b0	julien.curassier	20septembre2017	97	b	0	70	0.9	0.21	80	0	60	80	5	0	0	0.50	10.0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	Thalap	18.90	10.80	3.70	0	clair	rugueux	1	1.36
b0	julien.curassier	20septembre2017	97	b	0	70	0.9	0.21	80	0	60	80	5	0	0	0.50	10.0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	Litlit	12.80	9.00	4.00	0	sombre	lisse	0	0.78
b0	julien.curassier	20septembre2017	97	b	0	70	0.9	0.21	80	0	60	80	5	0	0	0.50	10.0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	Litlit	14.30	12.60	4.70	0	sombre	lisse	0	1.56
b0	julien.curassier	20septembre2017	97	b	0	70	0.9	0.21	80	0	60	80	5	0	0	0.50	10.0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	Litlit	12.60	10.50	4.00	0	clair	lisse	0	0.82
b0	julien.curassier	20septembre2017	97	b	0	70	0.9	0.21	80	0	60	80	5	0	0	0.50	10.0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	Gibsp.	8.70	12.60	4.70	0	sombre	lisse	1	0.9
