transect	resp	date	coef	mode	d.chenal	d.mer	alt	surf	p.roc	p.moul	p.huit	p.bala	p.alg	p.encr	p.eau	s.flaq	d.flaq	Bitret 	Gibcin 	Gibsp.	Gibtum 	Litlit 	Litobt 	Litrud 	Litsax 	Monlin 	Nasinc  	Naspyg	Nasret 	Oceeri 	Patsp	Rispar 	Thalap 	sp	haut	larg	peri	pred	coul	text	Epizoaires	masse
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Gibsp.	9.90	15.70	6.00	0	sombre	lisse	0	1.44
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Gibsp.	17.90	12.30	5.10	0	sombre	lisse	1	0.92
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Gibmon	12.5	12.2	4.8	0	sombre	lisse	0	0.7
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Gibmon	5	3.8	3.7	0	sombre	lisse	0	0.04
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Gibmon	7.4	11.6	4.4	0	sombre	lisse	0	0.7
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Litlit	17.10	11.00	4.60	0	sombre	lisse	0	0.94
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Litlit	9.82	9.72	6.30	0	sombre	lisse	0	0.78
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Litlit	10.90	10.10	3.17	0	sombre	lisse	0	0.52
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Litlit	8.00	11.20	5.30	1	sombre	lisse	1	0.74
b0	julien.curassier	20septembre2017	97	b	0	90.5	2.5	0.20	100	10	0	100	0	0	1	0.02	0.1	0	0	3	0	18	0	0	0	20	0	0	0	0	0	0	3	Litlit	11.7	9.00	3.20	1	sombre	lisse	0	0.42
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Thalap	19.72	11.20	4.10	0	clair	rugueux	1	1.26
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Thalap	22.50	14.00	4.80	0	sombre	lisse	1	2.5
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Thalap	20.80	13.44	3.90	0	sombre	lisse	0	2.2
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Thalap	19.80	12.10	3.60	0	sombre	rugueux	0	1.26
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibmon	10.40	17.26	6.40	1	sombre	lisse	1	2.3
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibmon	10.40	16.40	6.60	0	sombre	lisse	1	2.08
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibmon	10.90	17.26	8.30	0	clair	lisse	1	2.2
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibmon	11.68	16.60	6.70	0	sombre	lisse	1	2.38
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibmon	8.70	12.60	5.50	0	sombre	lisse	0	0.84
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibsp.	8.30	12.70	4.10	0	clair	lisse	1	1.02
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibsp.	8.40	12.00	4.40	0	sombre	lisse	1	0.94
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibsp.	7.40	11.90	4.00	0	sombre	lisse	0	0.7
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibsp.	6.10	10.10	3.60	0	sombre	lisse	0	0.48
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	5	1	100	5	0	15	2.00	0.1	0	0	53	0	10	0	0	0	8	0	0	0	0	3	0	4	Gibsp.	7.16	11.48	3.80	0	sombre	lisse	0	0.7
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Litlit	9.20	13.00	5.90	0	sombre	lisse	1	1.28
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Litlit	10.20	11.78	4.40	0	sombre	lisse	1	1
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Litlit	11.50	14.72	6.50	0	sombre	lisse	1	1.72
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Litlit	8.44	17.36	6.50	0	sombre	lisse	1	0.76
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Litlit	9.10	11.68	4.82	1	sombre	lisse	1	1.14
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Thalap	22.00	11.38	4.00	0	clair	rugueux	0	2.12
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Gibmon	14.10	17.80	7.00	0	sombre	lisse	1	2.38
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Gibsp.	8.70	12.00	4.60	0	clair	lisse	1	0.9
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Gibsp.	8.84	12.60	4.00	0	sombre	lisse	0	0.9
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Gibsp.	8.00	11.60	4.02	0	sombre	lisse	0	0.56
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Gibsp.	7.80	12.40	4.40	0	sombre	lisse	0	0.78
b0	julien.curassier	20septembre2017	97	b	0	85.2	1.8	0.19	100	0	5	20	90	10	80	1.50	0.0	0	0	32	0	15	0	0	0	1	0	0	0	0	2	0	1	Gibsp.	5.90	11.00	3.70	0	sombre	lisse	0	0.4
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Thalap	22.80	12.40	4.30	0	clair	rugueux	0	1.82
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Litlit	11.80	10.30	3.60	0	sombre	lisse	1	0.74
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Litlit	8.44	12.50	4.22	0	sombre	lisse	1	0.88
b0	julien.curassier	20septembre2017	97	b	0	85	1.8	0.19	100	1	5	100	0	0	5	1.00	0.5	0	0	21	0	14	0	0	0	11	0	0	0	0	8	0	1	Litlit	7.00	10.00	4.00	0	sombre	lisse	0	0.56
